 log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	9.70	1.05686200	1.0519	1.4907	3.8190	3.1912	1.043	1.331	1.470	1.123	0.871	0.602	0.323	0.101	0.067	-0.68745069
	9.70	1.05686569	1.0519	1.5033	3.8236	3.1969	1.012	1.287	1.420	1.086	0.842	0.582	0.315	0.100	0.068	-0.68744744
	9.70	1.05686986	1.0519	1.5133	3.8316	3.2189	0.987	1.245	1.361	1.052	0.824	0.581	0.330	0.131	0.102	-0.68744378
	9.70	1.05687356	1.0519	1.5175	3.8406	3.2510	0.976	1.222	1.308	1.032	0.826	0.605	0.364	0.185	0.159	-0.68744053
	9.70	1.05687714	1.0519	1.5166	3.8515	3.2952	0.978	1.216	1.265	1.024	0.844	0.650	0.426	0.267	0.245	-0.68743739
	9.70	1.05688024	1.0519	1.5134	3.8603	3.3337	0.986	1.226	1.236	1.026	0.870	0.697	0.488	0.342	0.325	-0.68743467
	9.70	1.05688453	1.0519	1.5058	3.8727	3.3911	1.006	1.242	1.227	1.041	0.908	0.758	0.575	0.453	0.440	-0.68743090
	9.70	1.05689061	1.0519	1.4898	3.8886	3.4708	1.046	1.265	1.223	1.074	0.974	0.854	0.704	0.613	0.603	-0.68742557
	9.70	1.05690277	1.0519	1.4587	3.9079	3.5789	1.123	1.329	1.263	1.161	1.087	1.002	0.893	0.830	0.819	-0.68741489
	9.70	1.05691612	1.0519	1.4338	3.9184	3.6459	1.186	1.384	1.316	1.236	1.177	1.108	1.022	0.971	0.961	-0.68740317
	9.70	1.05693126	1.0519	1.4175	3.9234	3.6820	1.226	1.425	1.361	1.288	1.236	1.174	1.095	1.049	1.039	-0.68738987
	9.70	1.05694890	1.0519	1.4081	3.9251	3.6982	1.250	1.449	1.386	1.316	1.266	1.206	1.130	1.086	1.076	-0.68737438
	9.70	1.05699480	1.0520	1.4065	3.9198	3.6789	1.254	1.453	1.389	1.309	1.251	1.183	1.099	1.050	1.040	-0.68733409
	9.70	1.05701506	1.0520	1.4085	3.9163	3.6625	1.249	1.448	1.381	1.296	1.233	1.160	1.070	1.017	1.007	-0.68731630
	9.70	1.05703342	1.0520	1.4107	3.9127	3.6460	1.243	1.446	1.381	1.287	1.219	1.141	1.043	0.986	0.975	-0.68730019
	9.70	1.05704987	1.0520	1.4139	3.9087	3.6268	1.235	1.441	1.380	1.276	1.202	1.117	1.010	0.948	0.936	-0.68728575
	9.70	1.05706692	1.0520	1.4173	3.9046	3.6072	1.227	1.437	1.378	1.264	1.185	1.093	0.977	0.909	0.897	-0.68727078
	9.70	1.05708301	1.0521	1.4204	3.9007	3.5884	1.219	1.432	1.378	1.254	1.169	1.071	0.946	0.872	0.861	-0.68725666
	9.70	1.05710137	1.0521	1.4238	3.8962	3.5671	1.211	1.426	1.379	1.245	1.153	1.046	0.912	0.831	0.821	-0.68724055
	9.70	1.05712056	1.0521	1.4272	3.8916	3.5451	1.202	1.420	1.380	1.235	1.137	1.021	0.877	0.790	0.779	-0.68722370
	9.70	1.05715597	1.0521	1.4328	3.8830	3.5052	1.188	1.416	1.390	1.223	1.109	0.976	0.814	0.711	0.701	-0.68719263
	9.70	1.05717885	1.0521	1.4363	3.8777	3.4804	1.179	1.415	1.397	1.216	1.092	0.949	0.775	0.661	0.651	-0.68717255
	9.70	1.05720317	1.0522	1.4398	3.8723	3.4553	1.170	1.409	1.402	1.210	1.075	0.921	0.737	0.612	0.600	-0.68715121
	9.70	1.05722880	1.0522	1.4433	3.8670	3.4309	1.162	1.400	1.404	1.203	1.058	0.895	0.700	0.565	0.550	-0.68712872
	9.70	1.05725586	1.0522	1.4468	3.8620	3.4072	1.153	1.393	1.406	1.196	1.042	0.870	0.664	0.520	0.502	-0.68710497
	9.70	1.05731273	1.0522	1.4529	3.8530	3.3652	1.138	1.374	1.427	1.186	1.008	0.814	0.594	0.436	0.414	-0.68705509
	9.70	1.05735540	1.0523	1.4568	3.8469	3.3367	1.128	1.362	1.443	1.180	0.985	0.776	0.546	0.379	0.353	-0.68701765
	9.70	1.05741489	1.0523	1.4619	3.8390	3.3002	1.115	1.360	1.462	1.175	0.963	0.736	0.494	0.310	0.283	-0.68696548
	9.70	1.05747581	1.0524	1.4667	3.8315	3.2656	1.103	1.359	1.482	1.171	0.942	0.698	0.446	0.246	0.217	-0.68691205
	9.70	1.05754995	1.0524	1.4721	3.8230	3.2260	1.090	1.366	1.502	1.166	0.920	0.659	0.390	0.174	0.142	-0.68684704
	9.70	1.05764472	1.0525	1.4784	3.8126	3.1782	1.074	1.378	1.526	1.162	0.897	0.617	0.322	0.088	0.051	-0.68676395
	9.70	1.05780482	1.0526	1.4884	3.7971	3.1062	1.049	1.420	1.570	1.161	0.871	0.563	0.226	-0.043	-0.081	-0.68662364
	9.70	1.05796301	1.0527	1.4979	3.7853	3.0497	1.025	1.445	1.595	1.154	0.846	0.513	0.148	-0.141	-0.186	-0.68648504
	9.70	1.05826879	1.0529	1.5160	3.7707	2.9732	0.980	1.464	1.611	1.131	0.795	0.437	0.037	-0.283	-0.333	-0.68621728
	9.70	1.05850089	1.0530	1.5297	3.7636	2.9311	0.946	1.464	1.607	1.107	0.756	0.389	-0.030	-0.368	-0.419	-0.68601415
	9.70	1.05881357	1.0531	1.5478	3.7571	2.8869	0.900	1.457	1.591	1.071	0.709	0.331	-0.105	-0.458	-0.512	-0.68574067
	9.70	1.05906177	1.0533	1.5630	3.7529	2.8551	0.862	1.448	1.574	1.039	0.671	0.284	-0.161	-0.523	-0.578	-0.68552373
	9.70	1.05932009	1.0534	1.5792	3.7496	2.8256	0.822	1.432	1.551	1.004	0.630	0.238	-0.217	-0.584	-0.641	-0.68529805
	9.70	1.05953550	1.0534	1.5907	3.7479	2.8077	0.793	1.416	1.531	0.978	0.602	0.206	-0.253	-0.623	-0.680	-0.68510997
	9.70	1.05967510	1.0535	1.5856	3.7563	2.8463	0.806	1.370	1.500	0.977	0.614	0.234	-0.203	-0.557	-0.612	-0.68498813
	9.70	1.05976295	1.0535	1.5940	3.7523	2.8219	0.785	1.377	1.499	0.962	0.593	0.205	-0.242	-0.604	-0.660	-0.68491147
	9.70	1.05987096	1.0535	1.6078	3.7487	2.7936	0.751	1.369	1.484	0.934	0.559	0.164	-0.292	-0.661	-0.718	-0.68481725
	9.70	1.06001687	1.0536	1.6248	3.7457	2.7645	0.708	1.349	1.457	0.897	0.517	0.117	-0.348	-0.722	-0.780	-0.68469000
	9.70	1.06023669	1.0536	1.6421	3.7432	2.7376	0.665	1.324	1.427	0.858	0.474	0.070	-0.401	-0.780	-0.839	-0.68449836
	9.70	1.06035984	1.0536	1.6545	3.7424	2.7218	0.634	1.300	1.401	0.829	0.443	0.037	-0.436	-0.816	-0.875	-0.68439104
	9.70	1.06046593	1.0536	1.6662	3.7417	2.7072	0.604	1.276	1.375	0.801	0.414	0.007	-0.469	-0.849	-0.909	-0.68429861
	9.70	1.06062651	1.0536	1.6796	3.7408	2.6903	0.571	1.250	1.347	0.769	0.381	-0.028	-0.506	-0.888	-0.948	-0.68415875
	9.70	1.06076920	1.0535	1.6927	3.7399	2.6736	0.538	1.225	1.319	0.739	0.348	-0.062	-0.542	-0.926	-0.986	-0.68403451
	9.70	1.06088591	1.0535	1.7050	3.7391	2.6580	0.508	1.202	1.293	0.710	0.318	-0.094	-0.576	-0.962	-1.022	-0.68393293
	9.70	1.06101286	1.0534	1.7190	3.7382	2.6403	0.473	1.177	1.264	0.677	0.283	-0.131	-0.615	-1.003	-1.064	-0.68382245
	9.70	1.06113374	1.0534	1.7324	3.7372	2.6230	0.439	1.152	1.236	0.645	0.249	-0.166	-0.653	-1.042	-1.104	-0.68371729
	9.70	1.06125677	1.0533	1.7469	3.7362	2.6045	0.403	1.125	1.206	0.611	0.213	-0.204	-0.694	-1.085	-1.147	-0.68361029
	9.70	1.06136894	1.0532	1.7599	3.7354	2.5883	0.370	1.100	1.178	0.580	0.181	-0.239	-0.730	-1.123	-1.185	-0.68351276
	9.70	1.06148660	1.0531	1.7742	3.7346	2.5705	0.334	1.073	1.147	0.546	0.145	-0.276	-0.770	-1.164	-1.227	-0.68341048
	9.70	1.06160331	1.0529	1.7883	3.7338	2.5532	0.299	1.046	1.117	0.512	0.110	-0.313	-0.808	-1.205	-1.268	-0.68330906
	9.70	1.06170321	1.0528	1.8018	3.7331	2.5370	0.265	1.018	1.087	0.479	0.076	-0.348	-0.845	-1.243	-1.306	-0.68322226
	9.70	1.06180823	1.0526	1.8159	3.7325	2.5203	0.230	0.989	1.055	0.445	0.040	-0.385	-0.883	-1.282	-1.346	-0.68313103
	9.70	1.06190681	1.0524	1.8288	3.7318	2.5046	0.198	0.963	1.027	0.414	0.008	-0.418	-0.919	-1.319	-1.383	-0.68304542
	9.70	1.06199276	1.0522	1.8415	3.7312	2.4893	0.166	0.937	0.999	0.384	-0.024	-0.452	-0.954	-1.356	-1.420	-0.68297079
	9.70	1.06207240	1.0520	1.8539	3.7306	2.4746	0.135	0.911	0.970	0.353	-0.055	-0.484	-0.987	-1.391	-1.455	-0.68290166
	9.70	1.06214869	1.0518	1.8660	3.7302	2.4606	0.105	0.886	0.943	0.324	-0.086	-0.515	-1.020	-1.424	-1.489	-0.68283544
	9.70	1.06221437	1.0516	1.8774	3.7297	2.4472	0.076	0.861	0.917	0.296	-0.115	-0.545	-1.050	-1.456	-1.521	-0.68277844
	9.70	1.06228292	1.0514	1.8893	3.7292	2.4331	0.047	0.837	0.890	0.267	-0.144	-0.576	-1.083	-1.490	-1.555	-0.68271896
	9.70	1.06234384	1.0511	1.9004	3.7287	2.4201	0.019	0.814	0.865	0.240	-0.172	-0.604	-1.113	-1.521	-1.586	-0.68266611
	9.70	1.06240582	1.0509	1.9118	3.7282	2.4065	-0.010	0.790	0.839	0.213	-0.201	-0.634	-1.143	-1.553	-1.619	-0.68261234
	9.70	1.06246138	1.0506	1.9230	3.7278	2.3935	-0.037	0.767	0.814	0.185	-0.229	-0.663	-1.173	-1.584	-1.650	-0.68256416
	9.70	1.06251490	1.0503	1.9338	3.7273	2.3808	-0.065	0.744	0.789	0.159	-0.256	-0.691	-1.202	-1.614	-1.680	-0.68251774
	9.70	1.06256485	1.0500	1.9446	3.7269	2.3683	-0.091	0.721	0.764	0.133	-0.283	-0.719	-1.231	-1.644	-1.711	-0.68247442
	9.70	1.06261277	1.0497	1.9552	3.7265	2.3560	-0.118	0.698	0.740	0.107	-0.310	-0.746	-1.260	-1.673	-1.740	-0.68243287
	9.70	1.06265831	1.0494	1.9656	3.7261	2.3436	-0.144	0.677	0.717	0.082	-0.336	-0.773	-1.288	-1.703	-1.769	-0.68239339
	9.70	1.06269979	1.0490	1.9756	3.7256	2.3318	-0.169	0.657	0.694	0.058	-0.361	-0.799	-1.315	-1.730	-1.798	-0.68235743
	9.70	1.06275535	1.0486	1.9854	3.7253	2.3206	-0.194	0.635	0.671	0.034	-0.385	-0.824	-1.340	-1.757	-1.824	-0.68230928
	9.70	1.06275535	1.0486	1.6656	3.8964	3.3244	0.606	0.812	0.742	0.627	0.543	0.441	0.308	0.230	0.220	-0.68230928
	9.70	1.06408370	1.0496	1.6847	3.8975	3.3105	0.558	0.762	0.690	0.579	0.498	0.397	0.267	0.192	0.182	-0.68115965
	9.70	1.06483912	1.0502	1.6950	3.8994	3.3079	0.532	0.734	0.659	0.554	0.475	0.379	0.252	0.180	0.170	-0.68050737
	9.70	1.06538522	1.0506	1.7022	3.9006	3.3055	0.514	0.715	0.637	0.536	0.460	0.365	0.241	0.170	0.160	-0.68003651
	9.70	1.06581831	1.0509	1.7079	3.9007	3.3004	0.500	0.701	0.622	0.522	0.446	0.351	0.227	0.157	0.147	-0.67966349
	9.70	1.06619656	1.0512	1.7130	3.9003	3.2939	0.487	0.688	0.610	0.508	0.432	0.337	0.212	0.142	0.132	-0.67933800
	9.70	1.06654561	1.0514	1.7180	3.8993	3.2851	0.475	0.676	0.599	0.495	0.417	0.321	0.194	0.122	0.112	-0.67903788
	9.70	1.06685221	1.0516	1.7224	3.8983	3.2769	0.464	0.666	0.589	0.484	0.404	0.306	0.177	0.104	0.094	-0.67877444
	9.70	1.06716013	1.0519	1.7262	3.8974	3.2694	0.454	0.656	0.581	0.473	0.393	0.293	0.163	0.087	0.077	-0.67851005
	9.70	1.06755984	1.0521	1.7314	3.8959	3.2583	0.441	0.644	0.570	0.459	0.376	0.274	0.141	0.063	0.053	-0.67816711
	9.70	1.06779194	1.0523	1.7347	3.8941	3.2480	0.433	0.638	0.565	0.450	0.364	0.258	0.123	0.042	0.032	-0.67796812
	9.70	1.06840217	1.0527	1.7429	3.8911	3.2279	0.413	0.620	0.550	0.427	0.337	0.226	0.085	-0.001	-0.011	-0.67744541
	9.70	1.06861138	1.0529	1.7459	3.8884	3.2139	0.405	0.615	0.547	0.419	0.323	0.208	0.062	-0.029	-0.039	-0.67726636
	9.70	1.06877029	1.0530	1.7486	3.8857	3.2007	0.399	0.611	0.548	0.413	0.312	0.192	0.041	-0.054	-0.066	-0.67713043
	9.70	1.06894863	1.0531	1.7515	3.8832	3.1876	0.391	0.607	0.548	0.407	0.300	0.177	0.020	-0.079	-0.092	-0.67697792
	9.70	1.06916940	1.0532	1.7550	3.8802	3.1723	0.383	0.602	0.548	0.399	0.287	0.159	-0.004	-0.108	-0.123	-0.67678921
	9.70	1.06940746	1.0534	1.7585	3.8776	3.1584	0.374	0.596	0.547	0.391	0.274	0.142	-0.026	-0.135	-0.150	-0.67658583
	9.70	1.06960857	1.0535	1.7621	3.8744	3.1424	0.365	0.591	0.547	0.384	0.260	0.123	-0.051	-0.165	-0.182	-0.67641410
	9.70	1.06985414	1.0536	1.7661	3.8711	3.1249	0.355	0.584	0.545	0.375	0.245	0.102	-0.081	-0.201	-0.217	-0.67620450
	9.70	1.07014561	1.0538	1.7707	3.8675	3.1060	0.343	0.575	0.542	0.365	0.228	0.078	-0.113	-0.240	-0.255	-0.67595588
	9.70	1.07035947	1.0539	1.7749	3.8635	3.0859	0.333	0.569	0.542	0.356	0.211	0.054	-0.147	-0.281	-0.295	-0.67577356
	9.70	1.07071960	1.0541	1.7816	3.8575	3.0553	0.316	0.559	0.543	0.342	0.186	0.017	-0.198	-0.344	-0.356	-0.67546673
	9.70	1.07121110	1.0544	1.7918	3.8505	3.0171	0.290	0.542	0.541	0.324	0.154	-0.032	-0.261	-0.420	-0.437	-0.67504837
	9.70	1.07178235	1.0546	1.8049	3.8411	2.9667	0.258	0.521	0.548	0.301	0.110	-0.101	-0.344	-0.521	-0.543	-0.67456270
	9.70	1.07282484	1.0550	1.8430	3.8086	2.7985	0.162	0.499	0.611	0.242	-0.023	-0.306	-0.611	-0.848	-0.885	-0.67367794
	9.70	1.07286990	1.0550	1.8515	3.7997	2.7548	0.141	0.516	0.629	0.235	-0.047	-0.346	-0.672	-0.928	-0.967	-0.67363974
	9.70	1.07289517	1.0550	1.8591	3.7889	2.7038	0.122	0.542	0.656	0.232	-0.070	-0.389	-0.742	-1.018	-1.061	-0.67361832
	9.70	1.07291138	1.0550	1.8638	3.7773	2.6525	0.110	0.578	0.693	0.238	-0.084	-0.428	-0.810	-1.105	-1.155	-0.67360458
	9.70	1.07291436	1.0550	1.8642	3.7745	2.6409	0.109	0.591	0.705	0.241	-0.085	-0.435	-0.823	-1.126	-1.178	-0.67360205
	9.70	1.07291663	1.0550	1.8658	3.7715	2.6272	0.105	0.602	0.715	0.241	-0.090	-0.446	-0.841	-1.152	-1.205	-0.67360013
	9.70	1.07291889	1.0550	1.8703	3.7680	2.6091	0.094	0.608	0.719	0.235	-0.103	-0.465	-0.868	-1.188	-1.242	-0.67359821
	9.70	1.07292056	1.0550	1.8754	3.7658	2.5951	0.082	0.607	0.717	0.226	-0.116	-0.482	-0.891	-1.217	-1.272	-0.67359680
	9.70	1.07292295	1.0550	1.8828	3.7634	2.5781	0.063	0.601	0.709	0.210	-0.135	-0.507	-0.920	-1.252	-1.309	-0.67359478
	9.70	1.07292974	1.0550	1.8898	3.7587	2.5521	0.045	0.612	0.715	0.201	-0.153	-0.534	-0.959	-1.303	-1.362	-0.67358902
	9.70	1.07293737	1.0550	1.9024	3.7535	2.5190	0.014	0.618	0.713	0.181	-0.182	-0.572	-1.012	-1.365	-1.425	-0.67358255
	9.70	1.07294166	1.0550	1.9118	3.7509	2.4989	-0.009	0.615	0.705	0.163	-0.205	-0.599	-1.046	-1.404	-1.464	-0.67357892
	9.70	1.07294786	1.0549	1.9239	3.7476	2.4739	-0.040	0.608	0.693	0.140	-0.234	-0.632	-1.089	-1.454	-1.514	-0.67357366
	9.70	1.07295418	1.0549	1.9366	3.7447	2.4494	-0.072	0.597	0.677	0.115	-0.266	-0.668	-1.134	-1.504	-1.564	-0.67356831
	9.70	1.07296133	1.0549	1.9504	3.7416	2.4234	-0.106	0.584	0.660	0.087	-0.300	-0.706	-1.181	-1.558	-1.617	-0.67356225
	9.70	1.07296765	1.0549	1.9642	3.7393	2.4003	-0.140	0.567	0.638	0.057	-0.334	-0.744	-1.225	-1.607	-1.667	-0.67355689
	9.70	1.07297611	1.0549	1.9827	3.7365	2.3706	-0.187	0.545	0.608	0.016	-0.381	-0.796	-1.285	-1.673	-1.735	-0.67354972
	9.70	1.07298207	1.0548	1.9963	3.7350	2.3511	-0.221	0.524	0.582	-0.015	-0.415	-0.833	-1.325	-1.718	-1.780	-0.67354467
	9.70	1.07298934	1.0548	2.0122	3.7333	2.3281	-0.261	0.500	0.553	-0.052	-0.455	-0.876	-1.373	-1.770	-1.833	-0.67353851
	9.70	1.07299483	1.0548	2.0241	3.7322	2.3120	-0.290	0.480	0.530	-0.079	-0.485	-0.908	-1.407	-1.807	-1.871	-0.67353386
	9.70	1.07299972	1.0547	2.0356	3.7313	2.2968	-0.319	0.460	0.506	-0.106	-0.514	-0.939	-1.440	-1.842	-1.906	-0.67352972
	9.70	1.07300448	1.0547	2.0471	3.7304	2.2817	-0.348	0.439	0.483	-0.133	-0.542	-0.969	-1.473	-1.877	-1.942	-0.67352568
	9.70	1.07300913	1.0547	2.0593	3.7295	2.2659	-0.378	0.418	0.458	-0.162	-0.573	-1.001	-1.508	-1.914	-1.979	-0.67352174
	9.70	1.07301354	1.0546	2.0702	3.7286	2.2514	-0.406	0.399	0.436	-0.187	-0.600	-1.030	-1.539	-1.947	-2.013	-0.67351800
	9.70	1.07301974	1.0546	2.0828	3.7277	2.2351	-0.437	0.376	0.411	-0.217	-0.631	-1.064	-1.574	-1.985	-2.051	-0.67351275
	9.70	1.07302570	1.0545	2.0930	3.7269	2.2217	-0.462	0.359	0.390	-0.240	-0.656	-1.091	-1.603	-2.016	-2.083	-0.67350770
	9.70	1.07303262	1.0545	2.1030	3.7260	2.2082	-0.487	0.342	0.371	-0.263	-0.681	-1.117	-1.632	-2.047	-2.114	-0.67350184
	9.70	1.07303917	1.0544	2.1120	3.7252	2.1958	-0.510	0.328	0.354	-0.284	-0.703	-1.141	-1.658	-2.075	-2.143	-0.67349628
	9.70	1.07304657	1.0543	2.1226	3.7243	2.1814	-0.536	0.311	0.334	-0.308	-0.729	-1.169	-1.689	-2.108	-2.176	-0.67349002
	9.70	1.07305384	1.0542	2.1327	3.7234	2.1677	-0.562	0.294	0.315	-0.331	-0.754	-1.196	-1.718	-2.139	-2.208	-0.67348386
	9.70	1.07306027	1.0540	2.1421	3.7227	2.1554	-0.585	0.278	0.296	-0.352	-0.777	-1.221	-1.744	-2.167	-2.236	-0.67347840
	9.70	1.07306695	1.0539	2.1578	3.7214	2.1348	-0.624	0.252	0.265	-0.388	-0.815	-1.262	-1.788	-2.215	-2.284	-0.67347275
	9.70	1.07307434	1.0538	2.1858	3.7196	2.0994	-0.695	0.202	0.208	-0.453	-0.884	-1.335	-1.866	-2.297	-2.367	-0.67346648
	9.70	1.07308245	1.0536	2.2135	3.7181	2.0658	-0.764	0.153	0.151	-0.518	-0.952	-1.405	-1.941	-2.375	-2.446	-0.67345962
	9.70	1.07309258	1.0533	2.2284	3.7176	2.0486	-0.801	0.124	0.118	-0.553	-0.989	-1.443	-1.980	-2.416	-2.487	-0.67345103
	9.70	1.07309830	1.0532	2.2347	3.7174	2.0414	-0.817	0.111	0.104	-0.568	-1.004	-1.459	-1.996	-2.433	-2.504	-0.67344618
	9.70	1.07312059	1.0531	2.2152	3.7188	2.0665	-0.768	0.141	0.142	-0.524	-0.957	-1.409	-1.942	-2.375	-2.446	-0.67342730
	9.70	1.07332706	1.0526	2.3485	3.7111	1.9021	-1.101	-0.084	-0.130	-0.833	-1.285	-1.752	-2.307	-2.758	-2.831	-0.67325242
	9.70	1.07339382	1.0523	2.3934	3.7089	1.8482	-1.213	-0.164	-0.225	-0.939	-1.396	-1.867	-2.429	-2.885	-2.959	-0.67319589
	9.70	1.07354426	1.0512	2.4975	3.7044	1.7259	-1.474	-0.357	-0.449	-1.187	-1.655	-2.134	-2.709	-3.176	-3.252	-0.67306854
	9.70	1.07355106	1.0512	2.5135	3.7038	1.7072	-1.514	-0.386	-0.483	-1.225	-1.694	-2.175	-2.751	-3.220	-3.296	-0.67306279
	9.70	1.07355523	1.0511	2.5267	3.7032	1.6917	-1.547	-0.411	-0.512	-1.257	-1.727	-2.209	-2.787	-3.257	-3.334	-0.67305926
	9.70	1.07356083	1.0511	2.5405	3.7026	1.6754	-1.581	-0.436	-0.541	-1.290	-1.761	-2.244	-2.824	-3.296	-3.373	-0.67305451
	9.70	1.07357180	1.0510	2.5561	3.7020	1.6574	-1.620	-0.466	-0.575	-1.327	-1.800	-2.284	-2.866	-3.339	-3.416	-0.67304523
	9.70	1.07359099	1.0508	2.5766	3.7012	1.6336	-1.672	-0.504	-0.620	-1.376	-1.851	-2.337	-2.921	-3.395	-3.474	-0.67302899
	9.70	1.07362080	1.0550	2.6969	3.6962	1.4953	-1.972	-0.716	-0.873	-1.660	-2.147	-2.644	-3.242	-3.730	-3.811	-0.67300377
	9.75	0.69999999	0.6997	-0.4041	3.7647	4.6918	5.780	6.253	6.490	5.962	5.606	5.229	4.818	4.476	4.421	-1.19890256
	9.75	0.70015186	0.6999	-0.4036	3.7648	4.6916	5.779	6.251	6.489	5.961	5.605	5.228	4.817	4.475	4.420	-1.19855149
	9.75	0.72800809	0.7277	-0.3042	3.7788	4.6655	5.530	5.923	6.181	5.700	5.368	5.019	4.634	4.316	4.276	-1.13705731
	9.75	0.75383717	0.7535	-0.2123	3.7910	4.6373	5.301	5.633	5.905	5.458	5.147	4.814	4.461	4.162	4.127	-1.08477969
	9.75	0.77978587	0.7793	-0.1198	3.8019	4.6033	5.070	5.359	5.636	5.218	4.924	4.608	4.280	4.003	3.971	-1.03633339
	9.75	0.80000001	0.7995	-0.0469	3.8106	4.5762	4.887	5.151	5.427	5.030	4.747	4.451	4.138	3.881	3.851	-1.00113983
	9.75	0.81479174	0.8142	0.0060	3.8172	4.5575	4.755	5.002	5.274	4.894	4.622	4.336	4.039	3.794	3.766	-0.97668226
	9.75	0.83528894	0.8346	0.0808	3.8263	4.5297	4.568	4.794	5.058	4.701	4.446	4.172	3.903	3.669	3.647	-0.94446669
	9.75	0.85350597	0.8527	0.1491	3.8344	4.5031	4.397	4.610	4.864	4.524	4.284	4.024	3.771	3.554	3.534	-0.91735487
	9.75	0.86984193	0.8689	0.2126	3.8417	4.4773	4.238	4.443	4.685	4.359	4.133	3.887	3.644	3.446	3.426	-0.89417345
	9.75	0.88393229	0.8829	0.2697	3.8483	4.4533	4.096	4.292	4.523	4.211	3.995	3.763	3.532	3.350	3.330	-0.87498495
	9.75	0.89649874	0.8954	0.3230	3.8543	4.4304	3.963	4.151	4.371	4.072	3.865	3.646	3.431	3.261	3.241	-0.85846809
	9.75	0.89999998	0.8988	0.3384	3.8561	4.4236	3.924	4.111	4.327	4.032	3.828	3.612	3.402	3.235	3.215	-0.85396262
	9.75	0.90557861	0.9044	0.3625	3.8595	4.4157	3.864	4.046	4.257	3.969	3.770	3.561	3.359	3.200	3.180	-0.84686838
	9.75	0.91580981	0.9145	0.4087	3.8660	4.4006	3.748	3.926	4.121	3.848	3.662	3.462	3.278	3.128	3.108	-0.83412106
	9.75	0.92585093	0.9244	0.4553	3.8722	4.3835	3.632	3.806	3.986	3.727	3.553	3.362	3.195	3.053	3.033	-0.82193182
	9.75	0.93410498	0.9326	0.4957	3.8777	4.3687	3.531	3.705	3.866	3.621	3.458	3.278	3.123	2.991	2.971	-0.81214216
	9.75	0.94207811	0.9404	0.5369	3.8834	4.3541	3.428	3.608	3.743	3.513	3.361	3.196	3.050	2.931	2.913	-0.80287678
	9.75	0.94948602	0.9478	0.5774	3.8890	4.3391	3.327	3.513	3.621	3.407	3.266	3.116	2.980	2.873	2.856	-0.79443187
	9.75	0.95634419	0.9545	0.6172	3.8943	4.3236	3.227	3.424	3.503	3.306	3.181	3.044	2.913	2.815	2.800	-0.78675051
	9.75	0.96266145	0.9607	0.6560	3.8993	4.3076	3.130	3.337	3.388	3.208	3.096	2.972	2.847	2.758	2.744	-0.77978863
	9.75	0.96845430	0.9664	0.6939	3.9039	4.2908	3.035	3.249	3.278	3.113	3.013	2.899	2.781	2.700	2.687	-0.77349837
	9.75	0.97374564	0.9716	0.7308	3.9080	4.2728	2.943	3.158	3.174	3.019	2.928	2.822	2.714	2.639	2.628	-0.76782946
	9.75	0.97856122	0.9763	0.7667	3.9118	4.2541	2.853	3.068	3.074	2.929	2.845	2.747	2.647	2.577	2.569	-0.76273281
	9.75	0.98293144	0.9805	0.8014	3.9151	4.2345	2.767	2.982	2.977	2.841	2.764	2.673	2.581	2.515	2.509	-0.75815827
	9.75	0.98688835	0.9844	0.8351	3.9179	4.2138	2.682	2.899	2.886	2.758	2.686	2.601	2.514	2.453	2.447	-0.75405739
	9.75	0.99046767	0.9879	0.8677	3.9203	4.1920	2.601	2.817	2.799	2.678	2.610	2.530	2.447	2.390	2.384	-0.75038099
	9.75	0.99369985	0.9910	0.8993	3.9221	4.1692	2.522	2.738	2.714	2.600	2.536	2.460	2.379	2.325	2.319	-0.74708786
	9.75	0.99567801	0.9929	0.9196	3.9232	4.1540	2.471	2.687	2.660	2.550	2.487	2.414	2.335	2.283	2.276	-0.74508479
	9.75	0.99827230	0.9954	0.9482	3.9242	4.1305	2.399	2.615	2.584	2.478	2.418	2.347	2.270	2.220	2.212	-0.74247196
	9.75	1.00000000	0.9971	0.9686	3.9245	4.1123	2.349	2.564	2.530	2.427	2.368	2.298	2.221	2.172	2.164	-0.74074074
	9.75	1.00098872	0.9980	0.9801	3.9247	4.1019	2.320	2.535	2.500	2.398	2.339	2.270	2.193	2.145	2.137	-0.73975317
	9.75	1.00328958	1.0002	1.0089	3.9248	4.0743	2.248	2.462	2.424	2.325	2.267	2.198	2.122	2.074	2.065	-0.73746383
	9.75	1.00572920	1.0025	1.0408	3.9236	4.0385	2.168	2.383	2.341	2.241	2.182	2.113	2.034	1.985	1.976	-0.73504986
	9.75	1.00800848	1.0047	1.0721	3.9210	3.9979	2.090	2.306	2.262	2.157	2.095	2.023	1.940	1.888	1.878	-0.73280695
	9.75	1.00985968	1.0064	1.1007	3.9186	3.9604	2.018	2.234	2.189	2.081	2.016	1.940	1.854	1.799	1.789	-0.73099404
	9.75	1.01137424	1.0078	1.1262	3.9163	3.9266	1.954	2.170	2.124	2.012	1.944	1.866	1.777	1.719	1.709	-0.72951661
	9.75	1.01271892	1.0091	1.1505	3.9134	3.8910	1.894	2.108	2.064	1.949	1.877	1.794	1.698	1.637	1.626	-0.72820924
	9.75	1.01395428	1.0102	1.1742	3.9094	3.8518	1.834	2.049	2.009	1.887	1.810	1.719	1.614	1.550	1.537	-0.72701175
